1,0.686970234575202,668,292,691,0,136,14637,26575,7198,"carry"
1,0.375911689335699,348,81,415,17,16,9698,13844,1206,"hard_support"
2,0.890597279716144,578,374,575,0,77,19098,22994,580,"carry"
1,0.667849398777843,345,176,352,0,11,12261,13725,0,"carry"
3,0.556869702345752,275,124,255,1,22,5811,10940,93,"offlaner"
1,0.316183717721269,192,23,299,17,6,3057,7638,95,"roaming_support"
3,0.475064064656022,227,85,271,0,32,4516,9030,0,"offlaner"
2,0.469347526118667,356,60,413,2,7,10259,15023,1230,"midlaner"
2,0.419278533412182,355,57,373,16,7,9996,14981,1279,"carry"
1,0.690912674945791,657,296,526,0,39,19738,27725,9706,"carry"
2,0.663709836388725,691,301,651,0,13,38700,29160,1282,"midlaner"
3,0.720283855706682,376,69,432,0,0,5672,15867,1154,"midlaner"
1,0.83264340626848,484,262,487,0,96,29998,20424,2266,"midlaner"
2,0.730731322688744,500,289,464,0,71,19161,21100,2649,"carry"
2,0.571850975753992,384,200,308,0,80,14094,16204,331,"midlaner"
2,0.462251133451607,282,102,314,11,39,11031,11900,185,"midlaner"
2,0.348314606741573,214,10,184,8,0,5550,9030,0,"midlaner"
1,0.31243839936921,330,90,433,3,30,16294,18881,4054,"offlaner"
1,0.357776463630988,323,35,481,20,12,13093,18480,275,"hard_support"
1,0.875418884289375,879,743,482,1,110,74501,50293,9502,"carry"
2,0.801103883303765,510,238,481,0,54,38889,29180,1544,"carry"
3,0.559038044549576,473,158,486,0,56,45642,27063,1482,"offlaner"
1,0.81036861817465,686,580,485,0,84,44101,39250,3237,"midlaner"
2,0.59491425192194,515,303,484,0,99,31022,29466,1110,"carry"
3,0.503843879361325,307,157,439,0,45,17378,17565,143,"offlaner"
2,0.392075694855115,292,48,461,15,6,17064,16707,0,"midlaner"
1,0.377882909520994,466,213,487,9,40,26736,26662,743,"carry"
2,0.287206780997437,221,62,250,3,10,4312,10475,49,"midlaner"
1,0.312832643406268,221,65,216,18,1,3735,10475,300,"hard_support"
3,0.480386359156318,432,225,416,0,30,17330,20476,0,"offlaner"
1,0.915828898087916,600,376,580,0,216,25615,28440,1750,"carry"
2,0.674354425389316,441,240,471,0,40,32442,20903,1565,"carry"
1,0.745318352059925,567,289,580,0,45,46794,26875,4787,"carry"
2,0.797161442933176,684,329,583,0,95,57128,32421,12780,"midlaner"
3,0.553124383993692,462,178,559,0,15,30162,21898,490,"carry"
3,0.3605361718904,394,96,482,8,3,14614,18675,241,"roaming_support"
2,0.360930415927459,350,38,457,13,7,13410,16590,500,"midlaner"
2,0.244431302976542,159,15,179,15,1,4851,5212,0,"midlaner"
1,0.569682633550168,422,217,405,0,56,6335,13834,1223,"offlaner"
2,0.703134240094619,521,303,518,0,77,10463,17080,1103,"midlaner"
3,0.574610684013404,278,101,247,0,18,2428,9113,0,"carry"
